Win,Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,Vision Score,Total damage to Champion,DPM,K+A Per Minute,KP%,GD@15,CSD@15,XPD@15,LVLD@15,Total damage taken
0,NS,Rich,TOP,1,4,2,0.8,194,6.9,8299,296,23,13134,468,0.11,0.6,-1486,-20,-920,-1,31073
0,NS,Peanut,JUNGLE,3,3,1,1.3,174,6.2,9240,329,38,8591,306,0.14,0.8,-1235,-43,-2164,-2,30372
0,NS,Bay,MID,1,4,2,0.8,212,7.5,8997,320,21,8180,291,0.11,0.6,-2501,-41,-1444,-2,14765
0,NS,deokdam,ADC,0,2,3,1.5,231,8.2,9137,325,24,5549,198,0.11,0.6,-448,1,-354,-1,11714
0,NS,Kellin,SUPPORT,0,5,3,0.6,28,1,5398,192,68,2853,102,0.11,0.6,-379,2,-731,0,16590
1,DWG KIA,Khan,TOP,2,2,8,5,242,8.6,12122,432,33,20922,745,0.36,0.556,1486,20,920,1,20528
1,DWG KIA,Canyon,JUNGLE,3,1,10,13,242,8.6,12541,447,38,13527,482,0.46,0.722,1235,43,2164,2,29593
1,DWG KIA,ShowMaker,MID,8,0,8,19.2,309,11,15394,548,49,23589,840,0.57,0.889,2501,41,1444,2,8188
1,DWG KIA,Ghost,ADC,4,0,9,15.6,268,9.5,12728,453,32,15060,536,0.46,0.722,448,-1,354,1,8317
1,DWG KIA,BeryL,SUPPORT,1,2,13,7,41,1.5,7527,268,77,5684,202,0.5,0.778,379,-2,731,0,12219
1,DWG KIA,Khan,TOP,2,1,2,4,248,8.6,12185,420,38,24374,840,0.14,0.364,1620,24,575,0,22525
1,DWG KIA,Canyon,JUNGLE,4,3,5,3,247,8.5,12789,441,41,8047,277,0.31,0.818,871,14,860,1,19600
1,DWG KIA,ShowMaker,MID,1,0,6,8.4,272,9.4,12086,417,32,13459,464,0.24,0.636,1081,8,417,1,9678
1,DWG KIA,Ghost,ADC,4,0,3,8.4,295,10.2,14159,488,39,10440,360,0.24,0.636,508,7,-232,0,9309
1,DWG KIA,BeryL,SUPPORT,0,0,6,7.2,36,1.2,6940,239,82,11926,411,0.21,0.545,75,4,52,0,7204
0,NS,Rich,TOP,0,2,1,0.5,197,6.8,8188,282,30,8647,298,0.03,0.25,-1620,-24,-575,0,28405
0,NS,Peanut,JUNGLE,2,1,1,3,186,6.4,9733,336,33,10212,352,0.1,0.75,-871,-14,-860,-1,32600
0,NS,Bay,MID,0,4,2,0.5,256,8.8,9524,328,19,6605,228,0.07,0.5,-1081,-8,-417,-1,12081
0,NS,deokdam,ADC,1,2,1,1,238,8.2,9861,340,14,4803,166,0.07,0.5,-508,-7,232,0,13301
0,NS,Kellin,SUPPORT,1,2,1,1,33,1.1,5890,203,83,2976,103,0.07,0.5,-75,-4,-52,0,9375
1,AF,Kiin,TOP,4,1,5,9,258,8.3,12436,398,33,15750,504,0.29,0.45,-865,3,-248,0,20361
1,AF,Dread,JUNGLE,5,1,9,14,241,7.7,13136,421,63,14743,472,0.45,0.7,219,7,332,0,19928
1,AF,Fly,MID,5,2,8,6.5,276,8.8,14586,467,43,13739,440,0.42,0.65,1532,20,886,1,10175
1,AF,Bang,ADC,6,3,7,4.3,278,8.9,13801,442,43,15354,492,0.42,0.65,257,6,273,0,17274
1,AF,Lehends,SUPPORT,0,4,12,3,31,1,7370,236,93,3554,114,0.38,0.6,174,-1,259,0,12793
0,BRO,Hoya,TOP,2,4,4,1.5,236,7.6,11304,362,40,11295,362,0.19,0.545,865,-3,248,0,22211
0,BRO,UmTi,JUNGLE,1,4,6,1.8,219,7,10486,336,69,15990,512,0.22,0.636,-219,-7,-332,0,30785
0,BRO,Lava,MID,1,3,5,2,243,7.8,11324,363,30,9272,297,0.19,0.545,-1532,-20,-886,-1,16017
0,BRO,Hena,ADC,7,4,2,2.3,301,9.6,14758,473,36,11185,358,0.29,0.818,-257,-6,-273,0,12897
0,BRO,Delight,SUPPORT,0,5,10,2,40,1.3,6767,217,85,5636,180,0.32,0.909,-174,1,-259,0,11692
0,BRO,Hoya,TOP,2,1,6,8,275,6.8,13374,332,44,14920,370,0.2,0.615,-569,-19,25,0,27141
0,BRO,UmTi,JUNGLE,4,5,6,2,164,4.1,11494,285,64,17530,435,0.25,0.769,-907,-15,-928,-1,40272
0,BRO,Lava,MID,2,4,8,2.5,415,10.3,17685,438,42,27174,674,0.25,0.769,-821,-9,-866,-1,19474
0,BRO,Hena,ADC,4,3,7,3.7,476,11.8,19379,480,56,22306,553,0.27,0.846,-501,2,-552,0,17470
0,BRO,Delight,SUPPORT,1,6,9,1.7,37,0.9,8337,207,88,2330,58,0.25,0.769,-412,8,-325,-1,16834
1,AF,Kiin,TOP,2,4,9,2.8,300,7.4,15588,386,58,23597,585,0.27,0.579,569,19,-25,0,19325
1,AF,Dread,JUNGLE,5,3,5,3.3,229,5.7,14157,351,73,11870,294,0.25,0.526,907,15,928,1,49822
1,AF,Fly,MID,1,3,10,3.7,316,7.8,15580,386,49,20596,511,0.27,0.579,821,9,866,1,15283
1,AF,Bang,ADC,9,1,7,16,384,9.5,20502,508,100,26472,656,0.4,0.842,501,-2,552,0,23346
1,AF,Lehends,SUPPORT,2,2,15,8.5,58,1.4,11709,290,109,8779,218,0.42,0.895,412,-8,325,1,16994
1,LSB,Summit,TOP,6,2,2,4,268,7.8,14860,434,37,14071,411,0.23,0.533,-364,-16,-275,0,15276
1,LSB,Croco,JUNGLE,0,4,3,0.8,232,6.8,11448,334,79,5603,164,0.09,0.2,343,19,968,1,18571
1,LSB,FATE,MID,4,0,7,13.2,345,10.1,15800,462,23,16457,481,0.32,0.733,-57,-3,-421,0,10154
1,LSB,Leo,ADC,3,0,2,6,322,9.4,14874,434,72,7099,207,0.15,0.333,-65,1,435,1,9129
1,LSB,Effort,SUPPORT,2,2,2,2,44,1.3,8502,248,102,4877,142,0.12,0.267,-458,-2,41,0,9497
0,AF,Kiin,TOP,1,3,5,2,339,9.9,14329,419,32,9448,276,0.18,0.75,364,16,275,0,16816
0,AF,Dread,JUNGLE,1,4,3,1,211,6.2,10512,307,72,4622,135,0.12,0.5,-343,-19,-968,-1,26265
0,AF,Fly,MID,3,3,3,2,330,9.6,14042,410,37,16758,490,0.18,0.75,57,3,421,0,14349
0,AF,Bang,ADC,1,2,1,1,355,10.4,13715,401,47,5090,149,0.06,0.25,65,-1,-435,-1,10560
0,AF,Lehends,SUPPORT,2,3,3,1.7,42,1.2,7752,226,101,2696,79,0.15,0.625,458,2,-41,0,14691
0,AF,Kiin,TOP,0,4,1,0.3,187,7.2,7796,301,18,7767,300,0.04,1,-849,-18,-308,-1,19800
0,AF,Dread,JUNGLE,0,4,1,0.3,167,6.4,7804,301,42,3460,134,0.04,1,-978,-12,-611,0,18168
0,AF,Fly,MID,0,4,1,0.3,217,8.4,8334,322,18,6537,252,0.04,1,-1192,-24,-764,0,11742
0,AF,Bang,ADC,1,2,0,0.5,236,9.1,9261,358,39,6329,244,0.04,1,30,19,55,0,10020
0,AF,Lehends,SUPPORT,0,4,0,0,33,1.3,5038,195,65,2260,87,0,0,-472,7,24,0,8902
1,LSB,Summit,TOP,4,0,6,12,200,7.7,9899,382,25,10886,420,0.39,0.556,849,18,308,1,10289
1,LSB,Croco,JUNGLE,5,0,9,16.8,195,7.5,11612,448,43,7314,282,0.54,0.778,978,12,611,0,13446
1,LSB,FATE,MID,3,0,13,19.2,272,10.5,12295,475,34,13846,535,0.62,0.889,1192,24,764,0,6476
1,LSB,Leo,ADC,5,0,6,13.2,242,9.3,12348,477,38,10530,407,0.42,0.611,-30,-19,-55,0,6982
1,LSB,Effort,SUPPORT,1,1,14,15,28,1.1,7030,271,74,4946,191,0.58,0.833,472,-7,-24,0,6749
0,DRX,kingen,TOP,1,3,2,1,274,8.6,12832,403,27,10378,326,0.09,0.6,852,2,482,1,23229
0,DRX,Pyosik,JUNGLE,2,2,2,2,218,6.8,10913,343,52,7701,242,0.13,0.8,-492,-22,-1022,-1,31107
0,DRX,SOLKA,MID,0,1,2,2,278,8.7,10925,343,28,7890,248,0.06,0.4,-458,-7,8,0,13096
0,DRX,BAO,ADC,2,3,0,0.7,304,9.5,12343,388,19,9937,312,0.06,0.4,25,3,-7,0,11155
0,DRX,Becca,SUPPORT,0,1,4,4,45,1.4,6764,212,119,4085,128,0.13,0.8,103,2,346,0,8406
1,NS,Rich,TOP,2,2,5,3.5,277,8.7,12947,407,50,18948,595,0.22,0.7,-852,-2,-482,-1,13917
1,NS,Peanut,JUNGLE,1,1,6,7,250,7.9,12070,379,59,11636,366,0.22,0.7,492,22,1022,1,27736
1,NS,Bay,MID,2,1,3,5,291,9.1,12230,384,36,10392,326,0.16,0.5,458,7,-8,0,8543
1,NS,deokdam,ADC,5,0,2,8.4,318,10,14661,461,32,10334,325,0.22,0.7,-25,-3,7,0,10552
1,NS,Kellin,SUPPORT,0,2,7,3.5,41,1.3,7327,230,85,3024,95,0.22,0.7,-103,-2,-346,0,10745
0,NS,Rich,TOP,1,6,3,0.7,219,6.5,10517,314,23,15920,475,0.12,0.571,-872,-23,-271,0,24383
0,NS,Peanut,JUNGLE,4,1,1,5,228,6.8,12115,362,61,18102,540,0.15,0.714,-156,14,490,0,33055
0,NS,Bay,MID,1,5,4,1,254,7.6,11712,350,28,10468,312,0.15,0.714,-606,-26,-1274,-1,15679
0,NS,deokdam,ADC,1,3,2,1,331,9.9,14222,425,21,9358,279,0.09,0.429,1883,26,616,0,20034
0,NS,Kellin,SUPPORT,0,7,4,0.6,30,0.9,6728,201,87,5549,166,0.12,0.571,-100,3,-265,0,16183
1,DRX,kingen,TOP,7,2,7,7,300,9,15808,472,30,18639,556,0.42,0.636,872,23,271,0,31493
1,DRX,Pyosik,JUNGLE,2,0,16,21.6,238,7.1,13170,393,58,13620,407,0.54,0.818,156,-14,-490,0,36856
1,DRX,SOLKA,MID,1,1,14,15,304,9.1,13103,391,44,18828,562,0.45,0.682,606,26,1274,1,8924
1,DRX,BAO,ADC,9,3,9,6,301,9,15332,458,38,20089,600,0.54,0.818,-1883,-26,-616,0,14805
1,DRX,Becca,SUPPORT,3,1,15,18,33,1,8806,263,93,6027,180,0.54,0.818,100,-3,265,0,9201
1,DRX,kingen,TOP,5,3,12,5.7,297,6.9,16698,387,42,19974,463,0.39,0.739,686,-4,1177,1,30804
1,DRX,Pyosik,JUNGLE,4,2,9,6.5,290,6.7,15722,364,77,14118,327,0.3,0.565,-735,-23,-1265,-1,54350
1,DRX,SOLKA,MID,0,2,9,4.5,411,9.5,16399,380,80,14303,332,0.21,0.391,335,15,567,0,13771
1,DRX,BAO,ADC,13,3,6,6.3,392,9.1,21024,487,38,31810,737,0.44,0.826,-1553,-11,-965,-1,24420
1,DRX,Becca,SUPPORT,1,2,15,8,44,1,9754,226,121,4101,95,0.37,0.696,-479,-2,-103,0,15435
0,NS,Rich,TOP,1,7,7,1.1,302,7,15506,359,36,20596,477,0.19,0.667,-686,4,-1177,-1,41826
0,NS,Peanut,JUNGLE,0,3,7,2.3,306,7.1,15478,359,103,18811,436,0.16,0.583,735,23,1265,1,37933
0,NS,Bay,MID,1,4,4,1.3,382,8.9,16829,390,55,12138,281,0.12,0.417,-335,-15,-567,0,14330
0,NS,deokdam,ADC,10,6,0,1.7,392,9.1,20769,482,61,25560,593,0.23,0.833,1553,11,965,1,24012
0,NS,Kellin,SUPPORT,0,3,8,2.7,45,1,9286,215,182,4849,112,0.19,0.667,479,2,103,0,11554
1,T1,Canna,TOP,2,2,3,2.5,335,9,15116,404,43,18013,481,0.13,0.385,-1581,2,-400,-1,19955
1,T1,Ellim,JUNGLE,1,2,4,2.5,206,5.5,11172,299,77,6721,180,0.13,0.385,-431,0,-520,0,29726
1,T1,Faker,MID,1,1,6,7,286,7.6,13120,351,48,12698,339,0.19,0.538,836,25,1077,1,12469
1,T1,Gumayusi,ADC,9,1,2,11,459,12.3,20718,554,49,22975,614,0.29,0.846,1523,30,500,0,15012
1,T1,Keria,SUPPORT,0,2,11,5.5,47,1.3,8970,240,94,2319,62,0.29,0.846,427,7,386,0,13550
0,GEN,Rascal,TOP,1,2,3,2,347,9.3,15933,426,36,13153,352,0.11,0.5,1581,-2,400,1,32458
0,GEN,Clid,JUNGLE,3,1,3,6,217,5.8,11826,316,125,11197,299,0.16,0.75,431,0,520,0,25327
0,GEN,Bdd,MID,1,2,4,2.5,267,7.1,12260,328,43,11900,318,0.13,0.625,-836,-25,-1077,-1,11501
0,GEN,Ruler,ADC,3,4,1,1,381,10.2,15288,409,65,13680,366,0.11,0.5,-1523,-30,-500,0,21583
0,GEN,Life,SUPPORT,0,4,4,1,33,0.9,7426,198,98,2540,68,0.11,0.5,-427,-7,-386,0,14058
1,GEN,Rascal,TOP,2,2,8,5,279,10.2,13347,487,19,15789,576,0.36,0.667,1011,13,-269,-1,30409
1,GEN,Clid,JUNGLE,4,2,3,3.5,146,5.3,10055,367,44,9580,349,0.26,0.467,-710,-12,-837,-1,23688
1,GEN,Bdd,MID,5,0,7,14.4,249,9.1,12056,439,31,17648,643,0.44,0.8,-107,16,369,0,11613
1,GEN,Ruler,ADC,2,1,9,11,313,11.4,13274,484,65,11567,422,0.4,0.733,1056,29,853,1,10020
1,GEN,Life,SUPPORT,2,1,10,12,20,0.7,7810,285,78,7066,258,0.44,0.8,312,-20,-369,0,4905
0,T1,Canna,TOP,1,4,3,1,183,6.7,8681,316,26,15985,583,0.15,0.8,-1011,-13,269,1,25974
0,T1,Ellim,JUNGLE,2,3,1,1,159,5.8,8206,299,50,6044,220,0.11,0.6,710,12,837,1,21726
0,T1,Faker,MID,2,3,1,1,250,9.1,10559,385,19,12600,459,0.11,0.6,107,-16,-369,0,13064
0,T1,Gumayusi,ADC,0,3,2,0.7,247,9,9459,345,29,6746,246,0.07,0.4,-1056,-29,-853,-1,8836
0,T1,Keria,SUPPORT,0,3,1,0.3,36,1.3,5366,196,67,1891,69,0.04,0.2,-312,20,369,0,13279
0,T1,Canna,TOP,3,4,4,1.8,283,8.3,13904,409,44,15413,454,0.21,0.636,2453,52,1367,1,16314
0,T1,Ellim,JUNGLE,3,5,5,1.6,175,5.2,10289,303,57,9319,274,0.24,0.727,819,25,904,1,27360
0,T1,Faker,MID,2,2,5,3.5,267,7.9,11521,339,36,18001,530,0.21,0.636,-186,4,-346,0,9508
0,T1,Gumayusi,ADC,2,4,2,1,368,10.8,14083,415,49,10657,314,0.12,0.364,-1631,-27,-1445,-2,13337
0,T1,Keria,SUPPORT,1,2,4,2.5,51,1.5,6937,204,72,1936,57,0.15,0.455,-271,28,845,1,11446
1,GEN,Rascal,TOP,0,4,10,2.5,246,7.2,11689,344,51,8246,243,0.29,0.588,-2453,-52,-1367,-1,22332
1,GEN,Clid,JUNGLE,3,2,10,6.5,148,4.4,10809,318,90,8359,246,0.38,0.765,-819,-25,-904,-1,24391
1,GEN,Bdd,MID,5,1,6,11,283,8.3,13212,389,28,13234,390,0.32,0.647,186,-4,346,0,8487
1,GEN,Ruler,ADC,7,0,6,15.6,380,11.2,18354,540,113,19255,567,0.38,0.765,1631,27,1445,2,11760
1,GEN,Life,SUPPORT,2,4,12,3.5,16,0.5,8962,264,91,4437,131,0.41,0.824,271,-28,-845,-1,14286
0,DWG KIA,Khan,TOP,0,2,4,2,313,8.6,13333,366,50,16706,459,0.11,0.8,1421,30,640,1,20052
0,DWG KIA,Canyon,JUNGLE,2,3,1,1,199,5.5,10691,294,39,7790,214,0.08,0.6,-50,-1,-814,-1,36980
0,DWG KIA,ShowMaker,MID,0,3,5,1.7,297,8.2,13585,373,37,20163,554,0.14,1,-390,-16,-854,-1,20895
0,DWG KIA,Ghost,ADC,2,3,2,1.3,364,10,15562,428,50,14156,389,0.11,0.8,841,15,188,1,11365
0,DWG KIA,BeryL,SUPPORT,1,4,4,1.3,52,1.4,7721,212,100,6881,189,0.14,1,426,4,509,0,18714
1,BRO,Hoya,TOP,5,0,5,12,273,7.5,14159,389,53,17062,469,0.27,0.667,-1421,-30,-640,-1,25449
1,BRO,UmTi,JUNGLE,3,1,9,12,264,7.3,14191,390,124,16318,448,0.33,0.8,50,1,814,1,12473
1,BRO,Lava,MID,1,1,10,11,297,8.2,13848,380,69,17636,485,0.3,0.733,390,16,854,1,12580
1,BRO,Hena,ADC,6,0,6,14.4,362,9.9,16909,465,38,22987,632,0.33,0.8,-841,-15,-188,-1,13303
1,BRO,Delight,SUPPORT,0,3,9,3,35,1,8394,231,109,4000,110,0.25,0.6,-426,-4,-509,0,21066
1,BRO,Hoya,TOP,1,1,9,10,241,7.2,11127,332,45,8296,248,0.3,0.625,-759,-11,-232,0,23836
1,BRO,UmTi,JUNGLE,9,1,5,14,259,7.7,15060,449,139,21113,630,0.42,0.875,801,17,1049,1,21397
1,BRO,Lava,MID,2,1,11,13,242,7.2,12145,362,42,23058,688,0.39,0.813,192,-3,1132,1,15046
1,BRO,Hena,ADC,4,2,6,5,329,9.8,15279,456,51,13636,407,0.3,0.625,503,9,468,1,13952
1,BRO,Delight,SUPPORT,0,3,14,4.7,38,1.1,7760,232,96,5038,150,0.42,0.875,-438,-5,141,0,18026
0,DWG KIA,Khan,TOP,3,4,2,1.3,271,8.1,13074,390,54,16780,501,0.15,0.625,759,11,232,0,21859
0,DWG KIA,Canyon,JUNGLE,2,2,5,3.5,195,5.8,11650,348,46,13998,418,0.21,0.875,-801,-17,-1049,-1,37582
0,DWG KIA,ShowMaker,MID,1,3,6,2.3,229,6.8,10678,319,43,21789,650,0.21,0.875,-192,3,-1132,-1,14249
0,DWG KIA,Ghost,ADC,1,2,4,2.5,328,9.8,12981,387,34,9024,269,0.15,0.625,-503,-9,-468,-1,11051
0,DWG KIA,BeryL,SUPPORT,1,5,6,1.4,53,1.6,7638,228,91,8449,252,0.21,0.875,438,5,-141,0,18137
1,KT Rolster,Doran,TOP,3,3,9,4,281,8.4,14008,420,31,25255,757,0.36,0.667,443,7,857,0,38769
1,KT Rolster,blank,JUNGLE,3,4,7,2.5,198,5.9,11412,342,90,12031,361,0.3,0.556,381,8,0,0,21486
1,KT Rolster,Ucal,MID,0,4,8,2,297,8.9,13336,400,27,13017,390,0.24,0.444,-710,7,754,0,16361
1,KT Rolster,HyBrid,ADC,11,1,0,11,364,10.9,18159,544,40,14472,434,0.33,0.611,-131,14,1251,2,17131
1,KT Rolster,Zzus,SUPPORT,1,2,11,6,38,1.1,8280,248,93,4275,128,0.36,0.667,-435,-9,-977,-1,15433
0,HLE,DuDu,TOP,1,5,4,1,251,7.5,11140,334,33,22137,664,0.15,0.357,-443,-7,-857,0,26167
0,HLE,Arthur,JUNGLE,2,6,4,1,161,4.8,9585,287,38,7699,231,0.18,0.429,-381,-8,0,0,33515
0,HLE,Chovy,MID,6,1,6,12,331,9.9,15886,476,49,21411,642,0.36,0.857,710,-7,-754,0,15366
0,HLE,Deft,ADC,4,3,2,2,297,8.9,13320,399,36,16074,482,0.18,0.429,131,-14,-1251,-2,13409
0,HLE,Vsta,SUPPORT,1,3,7,2.7,49,1.5,7430,223,150,4601,138,0.24,0.571,435,9,977,1,11526
1,HLE,Morgan,TOP,0,3,6,2,287,8.4,12372,363,44,18068,530,0.18,0.273,-598,18,-5,0,42847
1,HLE,Arthur,JUNGLE,0,3,13,4.3,180,5.3,10502,308,42,11304,331,0.38,0.591,-232,14,810,1,25098
1,HLE,Chovy,MID,8,3,4,4,369,10.8,18010,528,58,25001,733,0.35,0.545,-445,-5,-628,0,18516
1,HLE,Deft,ADC,13,2,5,9,361,10.6,19459,571,68,31216,915,0.53,0.818,1736,28,889,0,23670
1,HLE,Vsta,SUPPORT,1,5,13,2.8,20,0.6,8023,235,74,8889,261,0.41,0.636,-178,-10,-87,0,16447
0,KT Rolster,Doran,TOP,2,1,9,11,315,9.2,15093,443,31,33325,977,0.32,0.733,598,-18,5,0,25465
0,KT Rolster,blank,JUNGLE,5,3,5,3.3,163,4.8,10810,317,68,17529,514,0.29,0.667,232,-14,-810,-1,40906
0,KT Rolster,Ucal,MID,6,6,4,1.7,325,9.5,14958,439,25,21168,621,0.29,0.667,445,5,628,0,15954
0,KT Rolster,HyBrid,ADC,1,5,2,0.6,263,7.7,11244,330,43,8660,254,0.09,0.2,-1736,-28,-889,0,19402
0,KT Rolster,Zzus,SUPPORT,1,7,9,1.4,33,1,7285,214,81,3685,108,0.29,0.667,178,10,87,0,21379
0,KT Rolster,Doran,TOP,2,2,1,1.5,278,9.6,10981,380,31,19682,682,0.1,0.6,538,22,757,1,23099
0,KT Rolster,Bonnie,JUNGLE,2,2,0,1,181,6.3,8870,307,34,8328,288,0.07,0.4,-230,14,751,1,24946
0,KT Rolster,Ucal,MID,1,4,1,0.5,231,8,9735,337,21,7648,265,0.07,0.4,-1730,-22,-682,-1,12460
0,KT Rolster,HyBrid,ADC,0,6,2,0.3,207,7.2,8400,291,20,9695,336,0.07,0.4,-1077,-17,-466,-1,16520
0,KT Rolster,Zzus,SUPPORT,0,5,2,0.4,24,0.8,5231,181,66,2013,70,0.07,0.4,-354,-7,-742,-1,11764
1,HLE,Morgan,TOP,4,1,4,8,232,8,11491,398,37,10313,357,0.28,0.421,-538,-22,-757,-1,24925
1,HLE,Arthur,JUNGLE,4,2,10,7,188,6.5,11138,386,45,9973,345,0.48,0.737,230,-14,-751,-1,29529
1,HLE,Chovy,MID,4,0,9,15.6,280,9.7,14485,502,39,13996,485,0.45,0.684,1730,22,682,1,9935
1,HLE,Deft,ADC,6,1,9,15,275,9.5,13629,472,57,23759,823,0.52,0.789,1077,17,466,1,13524
1,HLE,Vsta,SUPPORT,1,1,11,12,32,1.1,6828,237,72,5133,178,0.42,0.632,354,7,742,1,9147
1,DRX,kingen,TOP,0,0,12,14.4,276,8.5,13628,421,30,15392,475,0.37,0.75,403,1,697,1,22993
1,DRX,Pyosik,JUNGLE,2,0,9,13.2,306,9.4,14505,448,118,15741,486,0.34,0.688,425,12,695,1,16231
1,DRX,SOLKA,MID,4,0,8,14.4,278,8.6,13175,407,32,21264,657,0.37,0.75,-102,-3,439,0,7913
1,DRX,BAO,ADC,10,1,2,12,317,9.8,16432,507,42,14704,454,0.37,0.75,754,2,202,0,11806
1,DRX,Becca,SUPPORT,0,2,10,5,49,1.5,8393,259,108,5504,170,0.31,0.625,-132,6,114,0,12587
0,LSB,Summit,TOP,0,4,1,0.3,218,6.7,9133,282,30,8788,271,0.03,0.333,-403,-1,-697,-1,26186
0,LSB,Croco,JUNGLE,1,3,1,0.7,182,5.6,8999,278,55,7013,217,0.06,0.667,-425,-12,-695,-1,24935
0,LSB,FATE,MID,0,2,2,1,286,8.8,11314,349,36,13563,419,0.06,0.667,102,3,-439,0,16861
0,LSB,Leo,ADC,1,3,2,1,310,9.6,13543,418,23,12190,376,0.09,1,-754,-2,-202,0,12815
0,LSB,Effort,SUPPORT,1,4,2,0.8,37,1.1,6829,211,96,1739,54,0.09,1,132,-6,-114,0,12763
1,LSB,Summit,TOP,0,2,7,3.5,182,8.3,8355,379,15,9320,423,0.32,0.35,121,7,216,0,11816
1,LSB,Croco,JUNGLE,8,0,8,19.2,166,7.5,11382,517,31,13536,615,0.73,0.8,1070,6,753,0,25893
1,LSB,FATE,MID,6,0,11,20.4,205,9.3,11316,514,23,13420,610,0.77,0.85,1250,8,783,1,5265
1,LSB,Leo,ADC,4,1,4,8,221,10,10198,463,38,8176,371,0.36,0.4,509,16,795,1,7009
1,LSB,Effort,SUPPORT,2,1,9,11,35,1.6,6654,302,65,3407,155,0.5,0.55,61,1,-52,0,6154
0,DRX,kingen,TOP,1,5,2,0.6,148,6.7,6656,302,14,9245,420,0.14,0.75,-121,-7,-216,0,15997
0,DRX,Pyosik,JUNGLE,1,4,3,1,160,7.3,7974,362,36,7749,352,0.18,1,-1070,-6,-753,0,12103
0,DRX,SOLKA,MID,1,5,1,0.4,185,8.4,7151,325,20,9028,410,0.09,0.5,-1250,-8,-783,-1,12338
0,DRX,BAO,ADC,1,3,0,0.3,190,8.6,7260,330,24,4850,220,0.05,0.25,-509,-16,-795,-1,8828
0,DRX,Becca,SUPPORT,0,3,2,0.7,34,1.5,4477,203,49,2694,122,0.09,0.5,-61,-1,52,0,9230
1,DRX,kingen,TOP,2,1,8,10,407,9.4,18654,433,43,17600,408,0.23,0.714,-535,1,-73,0,35819
1,DRX,Pyosik,JUNGLE,0,3,8,2.7,311,7.2,14902,346,118,6228,144,0.19,0.571,-111,2,-100,0,41380
1,DRX,SOLKA,MID,5,1,7,12,425,9.9,19043,442,73,27676,642,0.28,0.857,-212,11,317,0,9973
1,DRX,BAO,ADC,5,1,4,9,463,10.7,20885,484,40,23139,537,0.21,0.643,501,13,44,0,18574
1,DRX,Becca,SUPPORT,2,3,8,3.3,70,1.6,10356,240,144,8460,196,0.23,0.714,-170,3,746,1,19615
0,LSB,Summit,TOP,4,2,2,3,383,8.9,17260,400,63,19535,453,0.14,0.667,535,-1,73,0,35123
0,LSB,Croco,JUNGLE,3,2,3,3,327,7.6,14624,339,148,18563,431,0.14,0.667,111,-2,100,0,15251
0,LSB,FATE,MID,2,2,6,4,376,8.7,15711,364,59,32322,750,0.19,0.889,212,-11,-317,0,11786
0,LSB,Leo,ADC,0,5,3,0.6,420,9.7,16488,382,65,14443,335,0.07,0.333,-501,-13,-44,0,19597
0,LSB,Effort,SUPPORT,0,3,8,2.7,37,0.9,8551,198,127,1580,37,0.19,0.889,170,-3,-746,-1,19685
0,AF,Kiin,TOP,0,3,6,2,307,8.3,13844,375,30,20021,542,0.16,0.75,537,10,48,0,15088
0,AF,Dread,JUNGLE,5,3,1,2,216,5.8,12091,327,52,13600,368,0.16,0.75,-739,-3,-830,-1,25966
0,AF,Fly,MID,1,3,6,2.3,320,8.7,12899,349,38,7198,195,0.19,0.875,-1234,-22,-363,0,12461
0,AF,Bang,ADC,2,1,3,5,374,10.1,14937,404,82,7789,211,0.14,0.625,55,8,136,0,13843
0,AF,Lehends,SUPPORT,0,3,8,2.7,45,1.2,7342,199,104,2865,78,0.22,1,4,3,162,0,14763
1,DWG KIA,Khan,TOP,0,0,8,9.6,279,7.6,13463,365,46,8516,231,0.22,0.615,-537,-10,-48,0,22125
1,DWG KIA,Canyon,JUNGLE,6,4,1,1.8,262,7.1,14804,401,52,8138,220,0.19,0.538,739,3,830,1,21733
1,DWG KIA,ShowMaker,MID,5,0,3,9.6,418,11.3,18252,494,78,17124,464,0.22,0.615,1234,22,363,0,8584
1,DWG KIA,Ghost,ADC,2,1,3,5,362,9.8,16794,455,54,14971,405,0.14,0.385,-55,-8,-136,0,15585
1,DWG KIA,BeryL,SUPPORT,0,3,6,2,57,1.5,8824,239,135,2032,55,0.16,0.462,-4,-3,-162,0,13416
1,DWG KIA,Khan,TOP,1,2,4,2.5,225,8.7,11466,444,37,15453,599,0.19,0.5,1055,24,-46,0,29961
1,DWG KIA,Canyon,JUNGLE,1,2,4,2.5,199,7.7,10054,390,34,9665,375,0.19,0.5,413,38,1473,1,22925
1,DWG KIA,ShowMaker,MID,4,3,2,2,242,9.4,11676,453,44,12447,482,0.23,0.6,567,16,1106,1,12524
1,DWG KIA,Ghost,ADC,3,3,1,1.3,245,9.5,10928,424,28,7321,284,0.16,0.4,-23,9,-706,-1,11602
1,DWG KIA,BeryL,SUPPORT,1,3,5,2,32,1.2,6594,256,61,3950,153,0.23,0.6,631,2,188,0,7233
0,AF,Kiin,TOP,2,1,4,6,182,7.1,8666,336,15,16144,626,0.23,0.462,-1055,-24,46,0,24188
0,AF,Dread,JUNGLE,4,1,4,8,132,5.1,8319,322,30,5039,195,0.31,0.615,-413,-38,-1473,-1,20270
