Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Damage dealt to turrets,Total heal,Damage self mitigated,Time ccing others,Total damage taken,Win
DRX,kingen,TOP,0,2,1,0.5,180,0,0,6,7813,261,0.179,17,12,4,4,0.57,0.4,0.13,0.13,0.086,9247,1303,7944,0,309,0.166,0.03,0.5,,0,0,0,0,-859,-12,-398,0,107,6574,6653,25,10209,0
DRX,Pyosik,JUNGLE,1,4,1,0.5,217,122,15,7.2,9902,331,0.226,34,7,8,5,1.14,0.23,0.17,0.27,0.173,16291,12527,2366,1398,544,0.292,0.07,1,,0,0,0,0,-576,3,-37,0,583,7287,15298,15,20042,0
DRX,SOLKA,MID,0,5,1,0.2,248,0,0,8.3,9422,315,0.215,19,19,4,9,0.63,0.63,0.3,0.13,0.096,14080,860,11512,1708,470,0.253,0.03,0.5,,0,0,0,0,-797,-9,-623,-1,0,2128,5964,19,13504,0
DRX,BAO,ADC,1,3,0,0.3,235,7,0,7.8,10624,355,0.243,24,13,6,4,0.8,0.43,0.13,0.2,0.122,10859,6127,1313,3419,363,0.195,0.03,0.5,,0,0,0,0,-974,-18,-257,0,0,2640,7671,2,15353,0
DRX,Becca,SUPPORT,0,5,2,0.4,48,0,0,1.6,5999,200,0.137,103,68,17,11,3.44,2.27,0.37,0.57,0.523,5271,476,4604,191,176,0.095,0.07,1,,0,0,0,0,-867,15,-721,-1,0,91,14406,23,16156,0
DRX,kingen,TOP,1,0,7,9.6,274,1,4,7,13078,335,0.188,37,12,2,2,0.95,0.31,0.05,0.05,0.116,18660,1867,16793,0,478,0.231,0.2,0.727,,0,0,0,0,-629,-14,-71,0,4364,23922,60449,31,36210,1
DRX,Pyosik,JUNGLE,3,2,6,4.5,306,155,19,7.8,14932,382,0.214,71,9,27,7,1.82,0.23,0.18,0.69,0.222,19124,11702,5177,2245,490,0.237,0.23,0.818,,0,0,0,0,67,9,348,1,1947,18526,16786,3,29128,1
DRX,SOLKA,MID,3,0,8,13.2,362,20,8,9.3,16436,421,0.236,64,25,16,15,1.64,0.64,0.38,0.41,0.2,20966,646,20215,105,537,0.259,0.28,1,,0,0,0,0,784,14,-41,0,6337,2032,9306,27,9789,1
DRX,BAO,ADC,4,0,2,7.2,377,19,4,9.7,17058,437,0.245,38,17,10,3,0.97,0.44,0.08,0.26,0.119,19086,8041,10583,462,489,0.236,0.15,0.545,,1,0,0,0,-462,-15,-285,0,6145,8808,11322,1,16393,1
DRX,Becca,SUPPORT,0,2,6,3,42,0,0,1.1,8196,210,0.118,110,73,13,20,2.82,1.87,0.51,0.33,0.344,2968,1442,109,1417,76,0.037,0.15,0.545,,0,0,0,0,-561,10,33,0,0,1646,14122,10,15614,1
AF,Kiin,TOP,1,3,1,0.7,320,26,0,8.2,13295,340,0.216,38,20,5,14,0.97,0.51,0.36,0.13,0.117,20955,20931,0,24,537,0.3,0.05,0.5,,0,0,0,0,629,14,71,0,310,18979,40533,28,47099,0
AF,Dread,JUNGLE,0,3,3,1,275,112,15,7,12615,323,0.205,75,14,21,13,1.92,0.36,0.33,0.54,0.231,5481,4320,458,703,140,0.078,0.08,0.75,,0,0,0,0,-67,-9,-348,-1,915,6059,14973,13,22472,0
AF,Fly,MID,2,3,2,1.3,271,9,0,6.9,12238,313,0.199,39,23,11,13,1,0.59,0.33,0.28,0.12,20506,1379,17093,2034,525,0.294,0.1,1,,0,0,0,0,-784,-14,41,0,317,3521,7462,43,15536,0
AF,Bang,ADC,1,0,2,3.6,366,12,0,9.4,14791,379,0.241,48,23,6,11,1.23,0.59,0.28,0.15,0.148,12498,10646,1528,324,320,0.179,0.08,0.75,,0,0,0,0,462,15,285,0,3290,3721,7154,27,13170,0
AF,Lehends,SUPPORT,0,2,2,1,47,0,0,1.2,8533,219,0.139,125,56,26,17,3.2,1.43,0.44,0.67,0.385,10406,1223,8653,530,266,0.149,0.05,0.5,,0,0,0,0,561,-10,-33,0,1194,9382,6489,20,9317,0
BRO,Hoya,TOP,0,4,1,0.3,256,15,0,8.4,10401,340,0.21,31,18,4,9,1.01,0.59,0.29,0.13,0.103,17184,15778,1406,0,562,0.401,0.03,0.333,,0,0,0,0,-557,-23,-883,-1,0,1482,6826,26,14607,0
BRO,UmTi,JUNGLE,0,1,3,3,221,123,5,7.2,9673,316,0.196,112,43,37,8,3.66,1.41,0.26,1.21,0.371,5154,626,4175,353,169,0.12,0.1,1,,0,0,0,0,-62,0,-290,0,0,18618,13773,2,25871,0
BRO,Lava,MID,2,2,0,1,243,8,0,7.9,10235,335,0.207,33,11,10,6,1.08,0.36,0.2,0.33,0.109,12179,743,9054,2382,398,0.284,0.07,0.667,,0,0,0,0,-807,-1,-41,0,564,2742,6567,20,12544,0
BRO,Hena,ADC,1,1,1,2,353,25,0,11.5,13031,426,0.264,39,16,19,11,1.28,0.52,0.36,0.62,0.129,7067,6254,256,557,231,0.165,0.07,0.667,,0,0,0,0,563,9,402,0,2890,1509,10096,2,7745,0
BRO,Delight,SUPPORT,0,1,3,3,49,0,0,1.6,6077,199,0.123,87,54,21,17,2.84,1.77,0.56,0.69,0.288,1297,322,975,0,42,0.03,0.1,1,,0,0,0,0,228,12,401,0,0,416,4565,7,5405,0
GEN,Rascal,TOP,2,0,3,6,341,11,7,11.1,15013,491,0.254,34,10,11,6,1.11,0.33,0.2,0.36,0.126,8241,7545,696,0,269,0.235,0.16,0.556,1,1,0,0,0,557,23,883,1,7026,7744,30812,8,25008,1
GEN,Clid,JUNGLE,0,1,2,2,201,115,0,6.6,9879,323,0.167,61,30,16,13,1.99,0.98,0.43,0.52,0.226,2979,230,1892,857,97,0.085,0.07,0.222,,0,0,0,0,62,0,290,0,1121,16660,12115,5,28450,1
GEN,Bdd,MID,3,2,3,3,260,9,0,8.5,11950,391,0.202,17,9,2,3,0.56,0.29,0.1,0.07,0.063,10426,334,10092,0,341,0.298,0.2,0.667,,0,0,0,0,807,1,41,0,3199,1568,5948,12,11566,1
GEN,Ruler,ADC,4,0,1,6,373,15,4,12.2,15395,503,0.26,79,39,27,8,2.58,1.28,0.26,0.88,0.293,8878,4824,3759,295,290,0.254,0.16,0.556,,1,0,0,0,-563,-9,-402,0,6207,2889,6093,1,8638,1
GEN,Life,SUPPORT,0,0,4,4.8,33,0,0,1.1,6981,228,0.118,79,61,11,20,2.58,1.99,0.65,0.36,0.293,4493,0,4013,480,147,0.128,0.13,0.444,,0,0,0,0,-228,-12,-401,0,580,626,11009,7,7482,1
GEN,Rascal,TOP,6,2,7,6.5,261,11,8,9.4,12612,455,0.213,32,10,10,5,1.15,0.36,0.18,0.36,0.143,11596,8704,197,2695,418,0.211,0.47,0.619,1,1,0,0,0,-6,-10,-480,0,2552,6455,20833,16,16800,1
GEN,Clid,JUNGLE,2,1,9,11,195,96,15,7,10732,387,0.181,72,29,12,11,2.6,1.05,0.4,0.43,0.323,8607,489,7514,604,310,0.157,0.4,0.524,,0,0,0,0,579,7,915,1,1357,11735,9824,7,19118,1
GEN,Bdd,MID,6,0,11,20.4,289,20,0,10.4,14340,517,0.242,22,10,3,3,0.79,0.36,0.11,0.11,0.099,16290,875,15415,0,587,0.297,0.61,0.81,,1,0,0,0,2241,28,1490,2,4917,1378,9614,12,7651,1
GEN,Ruler,ADC,7,1,9,16,282,7,5,10.2,14821,534,0.25,35,12,10,4,1.26,0.43,0.14,0.36,0.157,15267,12978,1880,409,550,0.278,0.58,0.762,,1,1,0,0,663,2,973,1,8076,3481,4089,20,9051,1
GEN,Life,SUPPORT,0,2,13,6.5,33,0,0,1.2,6716,242,0.113,62,39,10,11,2.24,1.41,0.4,0.36,0.278,3128,765,1963,400,113,0.057,0.47,0.619,,0,0,0,0,-168,-5,-343,0,0,1299,9021,23,8481,1
BRO,Hoya,TOP,2,5,0,0.4,219,3,0,7.9,9878,356,0.221,23,14,3,8,0.83,0.5,0.29,0.11,0.122,10260,9428,832,0,370,0.26,0.07,0.333,1,0,0,0,0,6,10,480,0,674,3293,13238,20,17126,0
BRO,UmTi,JUNGLE,1,3,2,1,161,104,5,5.8,8164,294,0.183,44,24,10,10,1.59,0.87,0.36,0.36,0.234,6349,655,5234,460,229,0.161,0.11,0.5,,0,0,0,0,-579,-7,-915,-1,0,16449,12161,1,26846,0
BRO,Lava,MID,0,4,2,0.5,217,8,0,7.8,9134,329,0.205,23,13,3,4,0.83,0.47,0.14,0.11,0.122,6578,479,4880,1219,237,0.167,0.07,0.333,,0,0,0,0,-2241,-28,-1490,-2,1207,1589,6542,10,11470,0
BRO,Hena,ADC,3,4,2,1.3,275,16,0,9.9,11472,414,0.257,25,10,6,4,0.9,0.36,0.14,0.22,0.133,12407,10872,478,1057,447,0.315,0.18,0.833,,0,0,0,0,-663,-2,-973,-1,4530,1754,7414,8,10126,0
BRO,Delight,SUPPORT,0,5,5,1,34,0,0,1.2,6012,217,0.135,73,45,12,16,2.63,1.62,0.58,0.43,0.388,3799,372,2821,606,137,0.096,0.18,0.833,,0,0,0,0,168,5,343,0,180,1311,10838,14,12990,0
DWG,Khan,TOP,0,2,2,1,226,1,0,7.2,9516,303,0.189,30,13,2,10,0.95,0.41,0.32,0.06,0.117,6929,2389,4540,0,220,0.222,0.06,0.667,,0,0,0,0,-419,-2,-406,0,1040,1592,22730,17,18391,0
DWG,Canyon,JUNGLE,2,4,1,0.8,187,127,10,5.9,9937,316,0.198,53,10,17,8,1.69,0.32,0.25,0.54,0.207,12706,497,11845,364,404,0.407,0.1,1,,0,0,0,0,-279,-17,-563,-1,151,15519,11976,0,27411,0
DWG,ShowMaker,MID,0,3,2,0.7,312,15,0,9.9,12369,393,0.246,47,20,2,10,1.49,0.64,0.32,0.06,0.184,5923,2703,2265,955,188,0.19,0.06,0.667,,0,0,0,0,373,4,606,1,2754,2172,15812,14,11062,0
DWG,Ghost,ADC,0,2,1,0.5,322,15,0,10.2,12073,384,0.24,41,15,13,8,1.3,0.48,0.25,0.41,0.16,3619,2807,812,0,115,0.116,0.03,0.333,,0,0,0,0,-216,-12,-164,0,2119,2021,10657,0,15941,0
DWG,BeryL,SUPPORT,1,2,0,0.5,33,0,0,1,6389,203,0.127,85,57,11,19,2.7,1.81,0.6,0.35,0.332,2068,52,1502,514,66,0.066,0.03,0.333,,0,0,0,0,82,4,368,1,0,2596,10749,5,11036,0
T1,Canna,TOP,4,0,7,13.2,252,11,0,8,12941,411,0.214,41,10,10,5,1.3,0.32,0.16,0.32,0.164,11391,10254,1017,120,362,0.219,0.35,0.846,,0,0,0,0,419,2,406,0,4845,6424,19878,23,18583,1
T1,Ellim,JUNGLE,0,1,7,7,205,109,23,6.5,10657,339,0.177,60,14,15,12,1.91,0.45,0.38,0.48,0.24,8066,462,4533,3071,256,0.155,0.22,0.538,,0,0,0,0,279,17,563,1,1844,14865,15444,15,24393,1
T1,Faker,MID,2,2,8,5,253,14,4,8,12249,389,0.203,29,12,8,4,0.92,0.38,0.13,0.25,0.116,13887,518,13369,0,442,0.267,0.32,0.769,,0,0,0,0,-373,-4,-606,-1,7212,453,4804,8,7428,1
T1,Gumayusi,ADC,7,0,3,12,366,16,0,11.6,16857,536,0.279,52,14,14,6,1.65,0.45,0.19,0.45,0.208,15472,11339,81,4052,492,0.298,0.32,0.769,,0,0,0,1,216,12,164,0,13170,4156,5468,6,6411,1
T1,Keria,SUPPORT,0,0,11,13.2,29,0,0,0.9,7658,243,0.127,68,49,7,15,2.16,1.56,0.48,0.22,0.272,3159,574,2585,0,100,0.061,0.35,0.846,,0,0,0,0,-82,-4,-368,-1,693,1818,5278,15,7732,1
T1,Canna,TOP,0,5,2,0.4,241,3,0,7.2,10068,302,0.194,33,10,10,4,0.99,0.3,0.12,0.3,0.126,8588,6635,1953,0,257,0.194,0.06,0.4,,0,0,0,0,-1780,-23,-382,0,73,2773,28302,15,25037,0
T1,Ellim,JUNGLE,0,4,4,1,177,119,4,5.3,9179,275,0.177,55,15,14,15,1.65,0.45,0.45,0.42,0.21,5168,2868,0,2300,155,0.117,0.12,0.8,,0,0,0,0,-415,-10,-386,0,0,13768,27150,8,31019,0
T1,Faker,MID,0,2,4,2,282,8,0,8.5,11176,335,0.215,37,14,10,3,1.11,0.42,0.09,0.3,0.141,12957,226,12731,0,388,0.293,0.12,0.8,,0,0,0,0,-709,5,247,0,1914,1535,7466,8,13137,0
T1,Gumayusi,ADC,3,3,2,1.7,345,4,0,10.3,13594,407,0.262,51,15,14,6,1.53,0.45,0.18,0.42,0.195,11961,10331,1515,115,358,0.27,0.15,1,,0,0,0,0,879,30,292,0,3831,5284,11535,1,19480,0
T1,Keria,SUPPORT,2,4,2,1,33,0,0,1,7872,236,0.152,86,61,12,25,2.58,1.83,0.75,0.36,0.328,5581,84,4811,686,167,0.126,0.12,0.8,,0,0,0,0,-301,-5,-203,-1,321,681,18937,13,13392,0
DWG,Khan,TOP,7,1,6,13,289,6,13,8.7,16309,489,0.251,40,19,6,7,1.2,0.57,0.21,0.18,0.132,21552,15242,4352,1958,646,0.287,0.39,0.722,1,1,1,0,0,1780,23,382,0,9921,4545,13436,11,16845,1
DWG,Canyon,JUNGLE,2,0,10,14.4,246,123,37,7.4,12603,378,0.194,65,17,23,11,1.95,0.51,0.33,0.69,0.214,14298,11565,1492,1241,429,0.191,0.36,0.667,,0,0,0,0,415,10,386,0,2075,12490,13091,11,19561,1
DWG,ShowMaker,MID,5,0,7,14.4,272,24,0,8.2,13784,413,0.212,43,16,9,6,1.29,0.48,0.18,0.27,0.141,19628,1460,15598,2570,588,0.262,0.36,0.667,1,0,0,0,0,709,-5,-247,0,5264,5294,4674,36,10867,1
DWG,Ghost,ADC,4,2,10,7,304,31,0,9.1,14484,434,0.223,45,20,8,10,1.35,0.6,0.3,0.24,0.148,14597,9374,3507,1716,437,0.195,0.42,0.778,,0,1,0,0,-879,-30,-292,0,4913,5512,7308,3,11845,1
DWG,BeryL,SUPPORT,0,2,12,6,42,0,0,1.3,7890,236,0.121,111,60,18,22,3.33,1.8,0.66,0.54,0.365,4927,257,3970,700,148,0.066,0.36,0.667,,0,0,0,0,301,5,203,1,315,6507,13565,30,17254,1
DWG,Khan,TOP,0,4,9,2.3,335,35,4,8.2,15676,382,0.195,53,25,8,14,1.29,0.61,0.34,0.19,0.136,16804,13874,2299,631,409,0.209,0.22,0.529,,0,0,0,0,1099,36,293,0,5020,8964,28125,34,31109,1
DWG,Canyon,JUNGLE,1,3,15,5.3,227,112,13,5.5,14407,351,0.179,81,15,26,14,1.97,0.37,0.34,0.63,0.207,13448,8808,17,4623,328,0.167,0.39,0.941,,0,0,0,0,-486,-7,-965,-1,2750,21617,33356,15,37160,1
DWG,ShowMaker,MID,6,2,9,7.5,388,24,0,9.5,18763,457,0.233,71,14,13,3,1.73,0.34,0.07,0.32,0.182,28572,1291,22611,4670,696,0.355,0.37,0.882,,2,0,0,0,1189,28,42,0,3813,9054,9088,27,16451,1
DWG,Ghost,ADC,10,3,3,4.3,400,39,2,9.7,21673,528,0.27,48,19,13,7,1.17,0.46,0.17,0.32,0.123,17331,10676,4329,2326,422,0.215,0.32,0.765,,1,1,0,0,-2087,-39,-978,-1,6884,10678,13667,0,19238,1
DWG,BeryL,SUPPORT,0,6,11,1.8,56,0,0,1.4,9851,240,0.123,138,94,20,26,3.36,2.29,0.63,0.49,0.353,4370,637,3055,678,106,0.054,0.27,0.647,,0,0,0,0,-473,1,-324,0,279,763,25411,38,14321,1
T1,Canna,TOP,1,4,8,2.3,365,32,0,8.9,15883,387,0.218,26,9,3,3,0.63,0.22,0.07,0.07,0.076,11188,6218,712,4258,273,0.157,0.22,0.5,1,0,0,0,0,-1099,-36,-293,0,4590,14472,33796,11,36758,0
T1,Ellim,JUNGLE,1,3,15,5.3,184,111,3,4.5,11612,283,0.159,64,22,17,20,1.56,0.54,0.49,0.41,0.186,11019,394,6934,3691,268,0.155,0.39,0.889,,0,0,0,0,486,7,965,1,92,15393,18317,24,29199,0
T1,Faker,MID,6,4,4,2.5,305,16,3,7.4,15335,374,0.21,61,22,8,9,1.49,0.54,0.22,0.19,0.177,23557,109,23312,136,574,0.33,0.24,0.556,,2,0,0,0,-1189,-28,-42,0,0,1484,12199,9,17875,0
T1,Gumayusi,ADC,10,2,6,8,467,36,0,11.4,21544,525,0.295,75,19,21,9,1.83,0.46,0.22,0.51,0.218,21087,18365,2051,671,514,0.296,0.39,0.889,,1,0,1,0,2087,39,978,1,6550,7097,28435,5,21829,0
T1,Keria,SUPPORT,0,4,11,2.8,50,0,0,1.2,8572,209,0.118,118,77,21,31,2.87,1.88,0.76,0.51,0.343,4433,188,3339,906,108,0.062,0.27,0.611,,0,0,0,0,473,-1,324,0,98,2097,24782,18,18812,0
LSB,Summit,TOP,1,5,3,0.8,246,0,0,7.1,10540,306,0.189,41,14,14,12,1.19,0.41,0.35,0.41,0.137,10240,367,9873,0,297,0.278,0.12,0.8,,0,0,0,0,-1649,-29,-448,0,738,895,26630,30,19808,0
LSB,Croco,JUNGLE,2,3,2,1.3,240,112,4,7,12389,359,0.222,75,20,25,17,2.17,0.58,0.49,0.72,0.25,7093,5282,860,951,206,0.192,0.12,0.8,,0,0,0,0,18,23,1101,1,2190,7056,10140,8,15996,0
LSB,FATE,MID,0,2,5,2.5,329,15,0,9.5,12489,362,0.224,28,17,11,8,0.81,0.49,0.23,0.32,0.093,11785,149,11636,0,342,0.32,0.14,1,,0,0,0,0,-640,-22,-716,0,0,2637,8946,7,14523,0
LSB,Route,ADC,0,2,1,0.5,357,12,0,10.3,13268,385,0.238,51,15,18,8,1.48,0.43,0.23,0.52,0.17,4766,4209,467,90,138,0.129,0.03,0.2,,0,0,0,0,-264,0,135,1,2609,1763,9948,1,12967,0
LSB,Effort,SUPPORT,2,3,3,1.7,34,0,0,1,7021,204,0.126,105,72,15,26,3.04,2.09,0.75,0.43,0.35,2996,189,2217,590,87,0.081,0.14,1,,0,0,0,0,-269,1,412,1,0,4893,19348,17,13611,0
KT Rolster,Doran,TOP,1,1,9,10,332,29,6,9.6,15643,453,0.219,36,17,7,5,1.04,0.49,0.14,0.2,0.114,10712,6362,236,4114,310,0.19,0.29,0.667,,0,0,0,0,1649,29,448,0,6181,11494,24379,16,25084,1
KT Rolster,blank,JUNGLE,4,1,7,11,194,105,20,5.6,12575,364,0.176,76,38,15,18,2.2,1.1,0.52,0.43,0.241,7479,317,5437,1725,217,0.132,0.32,0.733,,0,0,0,0,-18,-23,-1101,-1,1073,11736,13627,12,24885,1
KT Rolster,Ucal,MID,7,0,6,15.6,374,24,14,10.8,17406,505,0.243,40,18,10,7,1.16,0.52,0.2,0.29,0.127,30354,95,29823,436,880,0.538,0.38,0.867,1,0,1,0,0,640,22,716,0,4357,532,17007,20,7925,1
KT Rolster,HyBrid,ADC,2,1,5,7,398,21,13,11.5,17066,495,0.239,58,30,15,6,1.68,0.87,0.17,0.43,0.184,6452,3914,2316,222,187,0.114,0.2,0.467,1,0,0,0,0,264,0,-135,-1,8919,3870,5172,0,10343,1
KT Rolster,Zzus,SUPPORT,1,2,10,5.5,36,0,0,1,8831,256,0.123,105,68,16,22,3.04,1.97,0.64,0.46,0.333,1456,183,989,284,42,0.026,0.32,0.733,,0,0,0,0,269,-1,-412,-1,0,284,9955,14,7635,1
KT Rolster,Doran,TOP,9,1,8,17,281,9,12,9.1,15137,491,0.253,35,20,3,10,1.14,0.65,0.32,0.1,0.138,29399,26720,1715,964,953,0.394,0.55,0.895,1,3,0,0,0,525,13,18,0,4322,3878,12797,32,11934,1
KT Rolster,blank,JUNGLE,3,2,9,6,190,105,4,6.2,10911,354,0.183,59,28,13,15,1.91,0.91,0.49,0.42,0.233,7229,185,6463,581,234,0.097,0.39,0.632,,0,0,0,0,8,19,692,1,1146,9749,8521,10,19749,1
KT Rolster,Ucal,MID,2,2,13,7.5,271,30,8,8.8,12789,415,0.214,29,15,8,5,0.94,0.49,0.16,0.26,0.115,21452,2375,19077,0,696,0.287,0.49,0.789,,0,0,0,0,528,30,222,0,4621,1041,10856,22,10948,1
KT Rolster,HyBrid,ADC,4,1,6,10,300,13,12,9.7,13357,433,0.223,46,22,16,3,1.49,0.71,0.1,0.52,0.182,13001,9141,2064,1796,422,0.174,0.32,0.526,,0,0,0,0,-385,0,506,0,7790,3557,6232,2,11447,1
KT Rolster,Zzus,SUPPORT,1,1,13,14,32,0,0,1,7580,246,0.127,84,50,11,15,2.72,1.62,0.49,0.36,0.332,3618,173,3032,413,117,0.048,0.45,0.737,,0,0,0,0,-96,3,-484,0,652,9092,10534,16,13018,1
LSB,Summit,TOP,1,5,2,0.6,233,6,0,7.6,10222,332,0.208,38,15,6,7,1.23,0.49,0.23,0.19,0.143,5917,5003,914,0,192,0.153,0.1,0.429,,0,0,0,0,-525,-13,-18,0,739,4648,27610,9,26756,0
LSB,Croco,JUNGLE,2,4,2,1,181,94,3,5.9,9433,306,0.192,87,43,27,13,2.82,1.39,0.42,0.88,0.328,10007,532,9103,372,325,0.259,0.13,0.571,,0,0,0,0,-8,-19,-692,-1,0,16585,13996,1,27624,0
LSB,FATE,MID,2,3,3,1.7,246,0,0,8,10533,342,0.214,40,15,8,7,1.3,0.49,0.23,0.26,0.151,11161,61,11100,0,362,0.289,0.16,0.714,,0,0,0,0,-528,-30,-222,0,0,1911,28479,12,18350,0
LSB,Route,ADC,2,4,1,0.8,269,4,0,8.7,12592,408,0.256,22,10,5,5,0.71,0.32,0.16,0.16,0.083,7770,6159,1540,71,252,0.201,0.1,0.429,,0,0,0,0,385,0,-506,0,4261,3524,10602,0,14881,0
LSB,Effort,SUPPORT,0,3,5,1.7,31,0,0,1,6330,205,0.129,78,52,7,17,2.53,1.69,0.55,0.23,0.294,3724,674,2596,454,121,0.097,0.16,0.714,,0,0,0,0,96,-3,484,0,932,1552,18020,16,12325,0
HLE,DuDu,TOP,7,0,7,16.8,240,10,6,8.7,13820,500,0.238,28,13,4,6,1.01,0.47,0.22,0.14,0.104,18154,11167,1657,5330,657,0.274,0.51,0.667,,1,0,0,0,1828,23,1023,1,5489,9026,18689,13,22043,1
HLE,Arthur,JUNGLE,4,1,7,11,187,105,8,6.8,11028,399,0.19,68,26,12,8,2.46,0.94,0.29,0.43,0.253,11699,414,11096,189,423,0.177,0.4,0.524,,0,0,0,0,1319,15,828,0,1332,10604,8479,6,17096,1
HLE,Chovy,MID,2,0,9,13.2,248,12,0,9,12511,452,0.216,39,11,10,4,1.41,0.4,0.14,0.36,0.145,8364,1028,7252,84,302,0.126,0.4,0.524,,0,0,0,0,1117,12,606,0,3696,2400,5038,16,7664,1
HLE,Deft,ADC,7,2,3,5,268,10,2,9.7,13754,497,0.237,47,14,9,6,1.7,0.51,0.22,0.33,0.175,18331,11479,5655,1197,663,0.277,0.36,0.476,,3,0,0,0,1123,21,1077,1,7399,2169,5214,16,10142,1
HLE,Vsta,SUPPORT,1,2,8,4.5,35,0,0,1.3,6864,248,0.118,87,38,14,13,3.15,1.37,0.47,0.51,0.323,9732,359,9373,0,352,0.147,0.33,0.429,1,0,0,0,0,78,-1,-372,0,167,1588,5242,30,7933,1
DRX,kingen,TOP,1,7,1,0.3,160,1,0,5.8,7841,284,0.181,22,11,2,4,0.8,0.4,0.14,0.07,0.141,10302,2223,8079,0,373,0.299,0.07,0.4,,0,0,0,0,-1828,-23,-1023,-1,1403,3414,18870,1,21305,0
DRX,Pyosik,JUNGLE,0,2,3,1.5,177,127,2,6.4,8507,308,0.197,29,16,7,9,1.05,0.58,0.33,0.25,0.186,3855,3528,188,139,139,0.112,0.11,0.6,,0,0,0,0,-1319,-15,-828,0,311,9902,25657,4,25102,0
DRX,SOLKA,MID,0,4,4,1,259,9,0,9.4,10080,365,0.233,20,18,4,9,0.72,0.65,0.33,0.14,0.128,11097,157,10940,0,401,0.322,0.14,0.8,,0,0,0,0,-1117,-12,-606,0,3990,2377,4956,21,11842,0
DRX,BAO,ADC,4,4,0,1,235,8,0,8.5,11131,403,0.257,20,11,6,3,0.72,0.4,0.11,0.22,0.128,6315,4410,1749,156,228,0.183,0.14,0.8,,1,0,0,0,-1123,-21,-1077,-1,1234,1914,7474,1,14654,0
DRX,Becca,SUPPORT,0,4,4,1,35,0,0,1.3,5674,205,0.131,65,39,11,9,2.35,1.41,0.33,0.4,0.417,2920,320,2370,230,106,0.085,0.14,0.8,,0,0,0,0,-78,1,372,0,457,2722,16622,13,17834,0
DRX,kingen,TOP,2,0,4,7.2,213,0,0,7.6,10148,362,0.192,15,9,2,0,0.54,0.32,0,0.07,0.072,10692,1627,9065,0,382,0.192,0.21,0.429,,0,0,0,0,-684,-26,-846,-1,2052,10588,22697,19,16187,1
DRX,Pyosik,JUNGLE,6,1,3,9,225,119,12,8,12095,432,0.228,87,35,23,6,3.11,1.25,0.21,0.82,0.418,9072,7946,571,555,324,0.163,0.32,0.643,,2,0,0,0,884,-6,18,0,2828,3649,21556,11,10070,1
DRX,SOLKA,MID,1,0,9,12,248,12,0,8.9,10716,383,0.202,34,20,5,12,1.21,0.71,0.43,0.18,0.163,13400,1099,11002,1299,479,0.241,0.36,0.714,,0,0,0,0,-519,-22,-590,0,2606,3530,5693,16,11766,1
DRX,BAO,ADC,5,1,7,12,266,8,0,9.5,13036,466,0.246,25,13,7,4,0.89,0.46,0.14,0.25,0.12,19069,15629,1224,2216,681,0.343,0.43,0.857,,0,0,0,0,-2,-25,-1065,-1,12014,4319,7380,20,10101,1
DRX,Becca,SUPPORT,0,4,13,3.3,28,0,0,1,6961,249,0.131,47,29,6,6,1.68,1.04,0.21,0.21,0.226,3410,476,2934,0,122,0.061,0.46,0.929,,0,0,0,0,188,-9,395,0,671,1323,7358,17,11282,1
HLE,DuDu,TOP,2,2,2,2,262,9,1,9.4,11391,407,0.232,21,12,3,4,0.75,0.43,0.14,0.11,0.113,13673,13673,0,0,488,0.369,0.14,0.667,,0,0,0,0,684,26,846,1,5335,10216,19136,16,24122,0
HLE,Arthur,JUNGLE,2,3,0,0.7,150,83,12,5.4,8214,293,0.167,40,12,11,13,1.43,0.43,0.46,0.39,0.215,2879,2147,0,732,103,0.078,0.07,0.333,1,0,0,0,0,-884,6,-18,0,0,11165,13819,4,23597,0
HLE,Chovy,MID,2,1,1,3,324,20,0,11.6,12800,457,0.261,33,15,14,7,1.18,0.54,0.25,0.5,0.177,11117,383,10734,0,397,0.3,0.11,0.5,,1,0,0,0,519,22,590,0,1498,863,6305,11,9368,0
HLE,Deft,ADC,0,1,1,1,274,17,4,9.8,10649,380,0.217,23,15,7,2,0.82,0.54,0.07,0.25,0.124,6523,4136,2387,0,233,0.176,0.04,0.167,,0,0,0,0,2,25,1065,1,6314,4196,5952,0,11993,0
HLE,Vsta,SUPPORT,0,7,2,0.3,47,0,0,1.7,6016,215,0.123,69,39,13,16,2.46,1.39,0.57,0.46,0.371,2838,1322,33,1483,101,0.077,0.07,0.333,,0,0,0,0,-188,9,-395,0,0,991,10591,9,14517,0
HLE,Morgan,TOP,1,2,9,5,239,8,4,7.2,11534,349,0.186,44,12,18,6,1.33,0.36,0.18,0.54,0.145,16084,12945,3139,0,486,0.24,0.3,0.435,,0,0,0,0,-1535,-1,-750,-1,4207,5132,22592,23,19582,1
